0.000,270000.000,70000.000,106301.458,183847.763,278926.514,392173.431,299666.481,214009.346,254950.976,206155.281,190000.000,460000.000,329848.450,362353.419,330151.480,367967.390,415932.687,418688.428,533385.414,490407.993,416293.166,388329.757,466904.701
270000.000,0.000,278926.514,202484.567,122065.556,70000.000,164012.195,130000.000,164012.195,214709.106,268700.577,330151.480,533385.414,372155.881,335261.092,190000.000,250000.000,214709.106,320000.000,460000.000,470744.092,392937.654,424852.916,497694.686
70000.000,278926.514,0.000,80000.000,170000.000,270000.000,374833.296,276586.334,180277.564,208086.520,144222.051,120000.000,390000.000,262488.095,302324.329,295465.734,324499.615,388973.007,367967.390,474341.649,425440.948,353553.391,320156.212,398120.585
106301.458,202484.567,80000.000,0.000,90000.000,190000.000,296141.858,199248.588,108166.538,150000.000,120000.000,144222.051,398120.585,250000.000,265706.605,224722.051,261725.047,313847.097,314006.369,433820.239,400249.922,322800.248,310000.000,390000.000
183847.763,122065.556,170000.000,90000.000,0.000,100000.000,208806.130,116619.038,60000.000,120000.000,150000.000,208086.520,425440.948,265706.605,250000.000,156204.994,205912.603,233238.076,269258.240,402616.443,390000.000,310000.000,322800.248,400249.922
278926.514,70000.000,270000.000,190000.000,100000.000,0.000,116619.038,60000.000,116619.038,156204.994,224722.051,295465.734,474341.649,314006.369,269258.240,120000.000,180000.000,156204.994,250000.000,390000.000,402616.443,325729.949,363593.179,433820.239
392173.431,164012.195,374833.296,296141.858,208806.130,116619.038,0.000,100000.000,200000.000,208806.130,296141.858,374833.296,495782.210,346698.716,275862.284,116619.038,156204.994,60000.000,214709.106,344818.793,385875.628,320156.212,382883.794,439317.653
299666.481,130000.000,276586.334,199248.588,116619.038,60000.000,100000.000,0.000,100000.000,116619.038,199248.588,276586.334,426380.112,268700.577,214709.106,60000.000,120000.000,116619.038,190000.000,330000.000,344818.793,269258.240,314006.369,380788.655
214009.346,164012.195,180277.564,108166.538,60000.000,116619.038,200000.000,100000.000,0.000,60000.000,108166.538,180277.564,371214.224,210237.960,190000.000,116619.038,156204.994,208806.130,214709.106,344818.793,330000.000,250000.000,265706.605,342052.628
254950.976,214709.106,208086.520,150000.000,120000.000,156204.994,208806.130,116619.038,60000.000,0.000,90000.000,170000.000,319061.123,158113.883,130000.000,100000.000,116619.038,200000.000,164012.195,287923.601,270000.000,190000.000,210237.960,284604.989
206155.281,268700.577,144222.051,120000.000,150000.000,224722.051,296141.858,199248.588,108166.538,90000.000,0.000,80000.000,281602.557,130000.000,158113.883,190000.000,199248.588,290000.000,230217.289,330151.480,284604.989,210237.960,190000.000,270000.000
190000.000,330151.480,120000.000,144222.051,208086.520,295465.734,374833.296,276586.334,180277.564,170000.000,80000.000,0.000,270000.000,152643.375,214009.346,270000.000,276586.334,370000.000,299666.481,381837.662,319061.123,254950.976,206155.281,281602.557
460000.000,533385.414,390000.000,398120.585,425440.948,474341.649,495782.210,426380.112,371214.224,319061.123,281602.557,270000.000,0.000,161245.155,220227.155,381837.662,342052.628,458039.300,304138.127,270000.000,170000.000,187882.942,113137.085,80000.000
329848.450,372155.881,262488.095,250000.000,265706.605,314006.369,346698.716,268700.577,210237.960,158113.883,130000.000,152643.375,161245.155,0.000,90000.000,230217.289,202484.567,317804.972,190000.000,236008.474,166433.170,108166.538,60000.000,140000.000
362353.419,335261.092,302324.329,265706.605,250000.000,269258.240,275862.284,214709.106,190000.000,130000.000,158113.883,214009.346,220227.155,90000.000,0.000,164012.195,122065.556,238537.209,100000.000,172046.505,140000.000,60000.000,108166.538,166433.170
330151.480,190000.000,295465.734,224722.051,156204.994,120000.000,116619.038,60000.000,116619.038,100000.000,190000.000,270000.000,381837.662,230217.289,164012.195,0.000,60000.000,100000.000,130000.000,270000.000,287923.601,214709.106,268700.577,330151.480
367967.390,250000.000,324499.615,261725.047,205912.603,180000.000,156204.994,120000.000,156204.994,116619.038,199248.588,276586.334,342052.628,202484.567,122065.556,60000.000,0.000,116619.038,70000.000,210000.000,232594.067,164012.195,230217.289,283196.045
415932.687,214709.106,388973.007,313847.097,233238.076,156204.994,60000.000,116619.038,208806.130,200000.000,290000.000,370000.000,458039.300,317804.972,238537.209,100000.000,116619.038,0.000,164012.195,287923.601,336005.952,275862.284,346698.716,396232.255
418688.428,320000.000,367967.390,314006.369,269258.240,250000.000,214709.106,190000.000,214709.106,164012.195,230217.289,299666.481,304138.127,190000.000,100000.000,130000.000,70000.000,164012.195,0.000,140000.000,172046.505,116619.038,199248.588,236008.474
533385.414,460000.000,474341.649,433820.239,402616.443,390000.000,344818.793,330000.000,344818.793,287923.601,330151.480,381837.662,270000.000,236008.474,172046.505,270000.000,210000.000,287923.601,140000.000,0.000,100000.000,128062.485,206155.281,190000.000
490407.993,470744.092,425440.948,400249.922,390000.000,402616.443,385875.628,344818.793,330000.000,270000.000,284604.989,319061.123,170000.000,166433.170,140000.000,287923.601,232594.067,336005.952,172046.505,100000.000,0.000,80000.000,120415.946,90000.000
416293.166,392937.654,353553.391,322800.248,310000.000,325729.949,320156.212,269258.240,250000.000,190000.000,210237.960,254950.976,187882.942,108166.538,60000.000,214709.106,164012.195,275862.284,116619.038,128062.485,80000.000,0.000,90000.000,120415.946
388329.757,424852.916,320156.212,310000.000,322800.248,363593.179,382883.794,314006.369,265706.605,210237.960,190000.000,206155.281,113137.085,60000.000,108166.538,268700.577,230217.289,346698.716,199248.588,206155.281,120415.946,90000.000,0.000,80000.000
466904.701,497694.686,398120.585,390000.000,400249.922,433820.239,439317.653,380788.655,342052.628,284604.989,270000.000,281602.557,80000.000,140000.000,166433.170,330151.480,283196.045,396232.255,236008.474,190000.000,90000.000,120415.946,80000.000,0.000
